./agents/active_inference/precision.py:125:61: E502 the backslash is redundant between brackets
./agents/active_inference/precision.py:126:21: E128 continuation line under-indented for visual indent
./infrastructure/export/business_model_exporter.py:290:80: E501 line too long (83 > 79 characters)
./infrastructure/export/business_model_exporter.py:292:80: E501 line too long (83 > 79 characters)
./infrastructure/export/business_model_exporter.py:293:80: E501 line too long (87 > 79 characters)
./infrastructure/export/business_model_exporter.py:295:80: E501 line too long (83 > 79 characters)
./infrastructure/export/business_model_exporter.py:336:80: E501 line too long (97 > 79 characters)
./infrastructure/export/business_model_exporter.py:341:80: E501 line too long (85 > 79 characters)
./infrastructure/export/business_model_exporter.py:347:80: E501 line too long (91 > 79 characters)
./infrastructure/export/business_model_exporter.py:351:80: E501 line too long (82 > 79 characters)
./infrastructure/export/business_model_exporter.py:364:80: E501 line too long (81 > 79 characters)
./infrastructure/export/business_model_exporter.py:381:80: E501 line too long (111 > 79 characters)
./infrastructure/export/business_model_exporter.py:383:80: E501 line too long (95 > 79 characters)
./infrastructure/export/business_model_exporter.py:385:80: E501 line too long (100 > 79 characters)
./infrastructure/export/business_model_exporter.py:387:80: E501 line too long (80 > 79 characters)
./infrastructure/export/business_model_exporter.py:411:80: E501 line too long (85 > 79 characters)
./infrastructure/export/business_model_exporter.py:422:80: E501 line too long (80 > 79 characters)
./infrastructure/export/business_model_exporter.py:443:80: E501 line too long (82 > 79 characters)
./infrastructure/export/business_model_exporter.py:465:80: E501 line too long (80 > 79 characters)
./infrastructure/export/business_model_exporter.py:466:80: E501 line too long (94 > 79 characters)
./infrastructure/export/business_model_exporter.py:470:80: E501 line too long (84 > 79 characters)
./infrastructure/export/business_model_exporter.py:474:80: E501 line too long (88 > 79 characters)
./infrastructure/export/business_model_exporter.py:484:80: E501 line too long (80 > 79 characters)
./infrastructure/export/business_model_exporter.py:487:80: E501 line too long (84 > 79 characters)
./infrastructure/export/business_model_exporter.py:516:80: E501 line too long (80 > 79 characters)
./infrastructure/export/business_model_exporter.py:529:80: E501 line too long (81 > 79 characters)
./infrastructure/export/business_model_exporter.py:536:80: E501 line too long (95 > 79 characters)
./infrastructure/export/business_model_exporter.py:540:80: E501 line too long (86 > 79 characters)
./infrastructure/export/business_model_exporter.py:544:80: E501 line too long (86 > 79 characters)
./infrastructure/export/business_model_exporter.py:550:80: E501 line too long (87 > 79 characters)
./infrastructure/export/business_model_exporter.py:552:80: E501 line too long (81 > 79 characters)
./infrastructure/export/coalition_packaging.py:4:80: E501 line too long (85 > 79 characters)
./infrastructure/export/coalition_packaging.py:126:80: E501 line too long (80 > 79 characters)
./infrastructure/export/coalition_packaging.py:261:80: E501 line too long (80 > 79 characters)
./infrastructure/export/coalition_packaging.py:293:80: E501 line too long (87 > 79 characters)
./infrastructure/export/coalition_packaging.py:294:80: E501 line too long (94 > 79 characters)
./infrastructure/export/coalition_packaging.py:301:80: E501 line too long (85 > 79 characters)
./infrastructure/export/coalition_packaging.py:309:80: E501 line too long (89 > 79 characters)
./infrastructure/export/coalition_packaging.py:323:80: E501 line too long (80 > 79 characters)
./infrastructure/export/coalition_packaging.py:330:80: E501 line too long (80 > 79 characters)
./infrastructure/export/coalition_packaging.py:339:80: E501 line too long (85 > 79 characters)
./infrastructure/export/coalition_packaging.py:354:80: E501 line too long (83 > 79 characters)
./infrastructure/export/coalition_packaging.py:369:80: E501 line too long (86 > 79 characters)
./infrastructure/export/coalition_packaging.py:411:80: E501 line too long (81 > 79 characters)
./infrastructure/export/coalition_packaging.py:416:80: E501 line too long (83 > 79 characters)
./infrastructure/export/coalition_packaging.py:418:80: E501 line too long (83 > 79 characters)
./infrastructure/export/coalition_packaging.py:434:80: E501 line too long (84 > 79 characters)
./infrastructure/export/coalition_packaging.py:435:80: E501 line too long (88 > 79 characters)
./infrastructure/export/coalition_packaging.py:446:80: E501 line too long (82 > 79 characters)
./infrastructure/export/coalition_packaging.py:449:80: E501 line too long (80 > 79 characters)
./infrastructure/export/coalition_packaging.py:453:80: E501 line too long (82 > 79 characters)
./infrastructure/export/coalition_packaging.py:454:80: E501 line too long (83 > 79 characters)
./infrastructure/export/deployment_scripts.py:61:80: E501 line too long (93 > 79 characters)
./infrastructure/export/deployment_scripts.py:212:80: E501 line too long (97 > 79 characters)
./infrastructure/export/deployment_scripts.py:410:80: E501 line too long (85 > 79 characters)
./infrastructure/export/deployment_scripts.py:492:80: E501 line too long (84 > 79 characters)
./infrastructure/export/deployment_scripts.py:513:80: E501 line too long (85 > 79 characters)
./infrastructure/export/deployment_scripts.py:539:80: E501 line too long (80 > 79 characters)
./infrastructure/export/deployment_scripts.py:716:80: E501 line too long (102 > 79 characters)
./infrastructure/export/experiment_export.py:4:80: E501 line too long (81 > 79 characters)
./infrastructure/export/experiment_export.py:5:80: E501 line too long (81 > 79 characters)
./infrastructure/export/experiment_export.py:140:80: E501 line too long (95 > 79 characters)
./infrastructure/export/experiment_export.py:141:80: E501 line too long (95 > 79 characters)
./infrastructure/export/experiment_export.py:143:80: E501 line too long (94 > 79 characters)
./infrastructure/export/experiment_export.py:148:80: E501 line too long (87 > 79 characters)
./infrastructure/export/experiment_export.py:155:80: E501 line too long (83 > 79 characters)
./infrastructure/export/experiment_export.py:178:80: E501 line too long (81 > 79 characters)
./infrastructure/export/experiment_export.py:197:80: E501 line too long (83 > 79 characters)
./infrastructure/export/experiment_export.py:239:80: E501 line too long (87 > 79 characters)
./infrastructure/export/experiment_export.py:240:80: E501 line too long (87 > 79 characters)
./infrastructure/export/experiment_export.py:249:80: E501 line too long (93 > 79 characters)
./infrastructure/export/experiment_export.py:254:80: E501 line too long (83 > 79 characters)
./infrastructure/export/experiment_export.py:277:80: E501 line too long (83 > 79 characters)
./infrastructure/export/experiment_export.py:278:80: E501 line too long (83 > 79 characters)
./infrastructure/export/experiment_export.py:306:80: E501 line too long (97 > 79 characters)
./infrastructure/export/experiment_export.py:308:80: E501 line too long (90 > 79 characters)
./infrastructure/export/experiment_export.py:311:80: E501 line too long (90 > 79 characters)
./infrastructure/export/experiment_export.py:319:80: E501 line too long (96 > 79 characters)
./infrastructure/export/experiment_export.py:377:80: E501 line too long (81 > 79 characters)
./infrastructure/export/experiment_export.py:388:80: E501 line too long (84 > 79 characters)
./infrastructure/export/experiment_export.py:391:80: E501 line too long (83 > 79 characters)
./infrastructure/export/experiment_export.py:430:80: E501 line too long (83 > 79 characters)
./infrastructure/export/experiment_export.py:442:80: E501 line too long (85 > 79 characters)
./infrastructure/export/experiment_export.py:485:80: E501 line too long (87 > 79 characters)
./infrastructure/export/experiment_export.py:495:80: E501 line too long (93 > 79 characters)
./infrastructure/export/experiment_export.py:497:80: E501 line too long (85 > 79 characters)
./infrastructure/export/experiment_export.py:517:80: E501 line too long (80 > 79 characters)
./infrastructure/export/experiment_export.py:543:80: E501 line too long (80 > 79 characters)
./infrastructure/export/experiment_export.py:563:80: E501 line too long (86 > 79 characters)
./infrastructure/export/export_builder.py:4:80: E501 line too long (85 > 79 characters)
./infrastructure/export/export_builder.py:32:80: E501 line too long (82 > 79 characters)
./infrastructure/export/export_builder.py:167:80: E501 line too long (82 > 79 characters)
./infrastructure/export/export_builder.py:180:80: E501 line too long (85 > 79 characters)
./infrastructure/export/export_builder.py:196:80: E501 line too long (80 > 79 characters)
./infrastructure/export/export_builder.py:201:80: E501 line too long (81 > 79 characters)
./infrastructure/export/export_builder.py:214:80: E501 line too long (85 > 79 characters)
./infrastructure/export/export_builder.py:245:80: E501 line too long (81 > 79 characters)
./infrastructure/export/export_builder.py:251:80: E501 line too long (85 > 79 characters)
./infrastructure/export/export_builder.py:294:80: E501 line too long (87 > 79 characters)
./infrastructure/export/export_builder.py:296:80: E501 line too long (98 > 79 characters)
./infrastructure/export/export_builder.py:339:80: E501 line too long (80 > 79 characters)
./infrastructure/export/export_builder.py:456:80: E501 line too long (87 > 79 characters)
./infrastructure/export/export_builder.py:546:80: E501 line too long (136 > 79 characters)
./infrastructure/export/export_builder.py:547:80: E501 line too long (88 > 79 characters)
./infrastructure/export/export_builder.py:563:80: E501 line too long (103 > 79 characters)
./infrastructure/export/export_builder.py:601:80: E501 line too long (102 > 79 characters)
./infrastructure/export/export_builder.py:735:80: E501 line too long (102 > 79 characters)
./infrastructure/export/export_builder.py:832:80: E501 line too long (90 > 79 characters)
./infrastructure/export/export_builder.py:863:80: E501 line too long (87 > 79 characters)
./infrastructure/export/export_builder.py:917:80: E501 line too long (96 > 79 characters)
./infrastructure/export/hardware_config.py:4:80: E501 line too long (92 > 79 characters)
./infrastructure/export/hardware_config.py:97:80: E501 line too long (80 > 79 characters)
./infrastructure/export/hardware_config.py:141:80: E501 line too long (95 > 79 characters)
./infrastructure/export/hardware_config.py:147:80: E501 line too long (84 > 79 characters)
./infrastructure/export/hardware_config.py:297:80: E501 line too long (83 > 79 characters)
./infrastructure/export/hardware_config.py:303:80: E501 line too long (80 > 79 characters)
./infrastructure/export/hardware_config.py:502:80: E501 line too long (84 > 79 characters)
./infrastructure/export/hardware_config.py:570:80: E501 line too long (80 > 79 characters)
./infrastructure/export/hardware_config.py:591:80: E501 line too long (81 > 79 characters)
./infrastructure/export/model_compression.py:4:80: E501 line too long (83 > 79 characters)
./infrastructure/export/model_compression.py:140:80: E501 line too long (85 > 79 characters)
./infrastructure/export/model_compression.py:169:80: E501 line too long (85 > 79 characters)
./infrastructure/export/model_compression.py:172:80: E501 line too long (86 > 79 characters)
./infrastructure/export/model_compression.py:176:80: E501 line too long (85 > 79 characters)
./infrastructure/export/model_compression.py:225:80: E501 line too long (84 > 79 characters)
./infrastructure/export/model_compression.py:325:80: E501 line too long (87 > 79 characters)
./infrastructure/export/model_compression.py:370:80: E501 line too long (86 > 79 characters)
./infrastructure/export/model_compression.py:409:80: E501 line too long (87 > 79 characters)
./infrastructure/export/model_compression.py:473:80: E501 line too long (86 > 79 characters)
./infrastructure/hardware/__init__.py:4:80: E501 line too long (81 > 79 characters)
./infrastructure/hardware/__init__.py:5:80: E501 line too long (85 > 79 characters)
./infrastructure/hardware/__init__.py:8:80: E501 line too long (83 > 79 characters)
./infrastructure/hardware/__init__.py:15:80: E501 line too long (90 > 79 characters)
./infrastructure/hardware/__init__.py:16:80: E501 line too long (100 > 79 characters)
./infrastructure/hardware/device_discovery.py:146:80: E501 line too long (86 > 79 characters)
./infrastructure/hardware/device_discovery.py:153:80: E501 line too long (83 > 79 characters)
./infrastructure/hardware/device_discovery.py:165:80: E501 line too long (80 > 79 characters)
./infrastructure/hardware/device_discovery.py:178:80: E501 line too long (83 > 79 characters)
./infrastructure/hardware/device_discovery.py:234:80: E501 line too long (97 > 79 characters)
./infrastructure/hardware/device_discovery.py:329:80: E501 line too long (81 > 79 characters)
./infrastructure/hardware/device_discovery.py:401:80: E501 line too long (83 > 79 characters)
./infrastructure/hardware/device_discovery.py:437:80: E501 line too long (82 > 79 characters)
./infrastructure/hardware/device_discovery.py:448:80: E501 line too long (88 > 79 characters)
./infrastructure/hardware/device_discovery.py:490:80: E501 line too long (91 > 79 characters)
./infrastructure/hardware/device_discovery.py:507:80: E501 line too long (82 > 79 characters)
./infrastructure/hardware/device_discovery.py:526:80: E501 line too long (82 > 79 characters)
./infrastructure/hardware/device_discovery.py:577:80: E501 line too long (86 > 79 characters)
./infrastructure/hardware/device_discovery.py:665:80: E501 line too long (86 > 79 characters)
./infrastructure/hardware/device_discovery.py:674:80: E501 line too long (85 > 79 characters)
./infrastructure/hardware/device_discovery.py:692:80: E501 line too long (82 > 79 characters)
./infrastructure/hardware/hal_core.py:4:80: E501 line too long (89 > 79 characters)
./infrastructure/hardware/hal_core.py:14:80: E501 line too long (80 > 79 characters)
./infrastructure/hardware/hal_core.py:209:80: E501 line too long (80 > 79 characters)
./infrastructure/hardware/hal_core.py:234:80: E501 line too long (82 > 79 characters)
./infrastructure/hardware/hal_core.py:285:80: E501 line too long (88 > 79 characters)
./infrastructure/hardware/hal_core.py:288:80: E501 line too long (81 > 79 characters)
./infrastructure/hardware/hal_core.py:308:80: E501 line too long (85 > 79 characters)
./infrastructure/hardware/hal_core.py:310:80: E501 line too long (80 > 79 characters)
./infrastructure/hardware/hal_core.py:315:80: E501 line too long (80 > 79 characters)
./infrastructure/hardware/hal_core.py:353:80: E501 line too long (84 > 79 characters)
./infrastructure/hardware/hal_core.py:425:80: E501 line too long (90 > 79 characters)
./infrastructure/hardware/hal_core.py:427:80: E501 line too long (97 > 79 characters)
./infrastructure/hardware/hal_core.py:429:80: E501 line too long (85 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:4:80: E501 line too long (81 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:55:80: E501 line too long (94 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:75:80: E501 line too long (85 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:91:80: E501 line too long (104 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:154:80: E501 line too long (107 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:187:80: E501 line too long (80 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:189:80: E501 line too long (82 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:214:80: E501 line too long (81 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:236:80: E501 line too long (81 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:255:80: E501 line too long (86 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:286:80: E501 line too long (82 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:311:80: E501 line too long (80 > 79 characters)
./infrastructure/hardware/offline_capabilities.py:374:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:4:80: E501 line too long (82 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:28:80: E501 line too long (86 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:104:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:128:80: E501 line too long (83 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:136:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:195:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:208:80: E501 line too long (83 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:227:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:234:80: E501 line too long (89 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:237:80: E501 line too long (85 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:247:80: E501 line too long (98 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:349:80: E501 line too long (83 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:375:80: E501 line too long (99 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:417:80: E501 line too long (94 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:429:80: E501 line too long (90 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:479:80: E501 line too long (92 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:500:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:512:80: E501 line too long (90 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:575:80: E501 line too long (83 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:581:80: E501 line too long (82 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:597:80: E501 line too long (92 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:600:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:605:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:606:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:607:80: E501 line too long (86 > 79 characters)
./infrastructure/safety/boundary_monitoring_service.py:611:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:4:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:5:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:6:80: E501 line too long (83 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:77:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:109:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:110:80: E501 line too long (83 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:127:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:128:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:134:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:145:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:146:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:213:80: E501 line too long (83 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:215:80: E501 line too long (85 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:237:80: E501 line too long (83 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:239:80: E501 line too long (82 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:246:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:267:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:307:80: E501 line too long (85 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:318:80: E501 line too long (85 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:320:80: E501 line too long (82 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:324:80: E501 line too long (98 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:361:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:362:80: E501 line too long (97 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:366:80: E501 line too long (97 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:367:80: E501 line too long (99 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:385:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:391:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:436:80: E501 line too long (96 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:480:80: E501 line too long (99 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:502:80: E501 line too long (85 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:511:80: E501 line too long (100 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:516:80: E501 line too long (86 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:517:80: E501 line too long (85 > 79 characters)
./infrastructure/safety/markov_blanket_verification.py:519:80: E501 line too long (86 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:6:80: E501 line too long (85 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:180:80: E501 line too long (85 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:193:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:214:80: E501 line too long (82 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:250:80: E501 line too long (93 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:269:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:299:80: E501 line too long (85 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:303:80: E501 line too long (82 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:304:80: E501 line too long (83 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:312:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:318:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:370:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:372:80: E501 line too long (95 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:382:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:392:80: E501 line too long (82 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:398:80: E501 line too long (88 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:399:80: E501 line too long (88 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:417:80: E501 line too long (86 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:461:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:463:80: E501 line too long (95 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:469:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:530:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:544:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:548:80: E501 line too long (88 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:580:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:585:80: E501 line too long (95 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:586:80: E501 line too long (99 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:594:80: E501 line too long (95 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:599:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:608:80: E501 line too long (99 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:614:80: E501 line too long (95 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:617:80: E501 line too long (81 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:620:80: E501 line too long (91 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:626:80: E501 line too long (98 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:632:80: E501 line too long (88 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:633:80: E501 line too long (80 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:647:80: E501 line too long (87 > 79 characters)
./infrastructure/safety/risk_mitigation_metrics.py:666:80: E501 line too long (82 > 79 characters)
./infrastructure/safety/safety_protocols.py:66:80: E501 line too long (94 > 79 characters)
./infrastructure/safety/safety_protocols.py:101:80: E501 line too long (84 > 79 characters)
./infrastructure/safety/safety_protocols.py:116:80: E501 line too long (86 > 79 characters)
./infrastructure/safety/safety_protocols.py:190:80: E501 line too long (96 > 79 characters)
./infrastructure/safety/safety_protocols.py:191:80: E501 line too long (95 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:6:80: E501 line too long (87 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:143:80: E501 line too long (80 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:294:80: E501 line too long (86 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:321:80: E501 line too long (81 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:333:80: E501 line too long (86 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:337:80: E501 line too long (84 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:338:80: E501 line too long (84 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:347:80: E501 line too long (94 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:432:80: E501 line too long (84 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:479:80: E501 line too long (86 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:481:80: E501 line too long (89 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:508:80: E501 line too long (80 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:517:80: E501 line too long (85 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:524:80: E501 line too long (84 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:541:80: E501 line too long (80 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:553:80: E501 line too long (84 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:633:80: E501 line too long (87 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:658:80: E501 line too long (80 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:665:80: E501 line too long (93 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:671:80: E501 line too long (85 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:674:80: E501 line too long (93 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:678:80: E501 line too long (93 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:694:80: E501 line too long (84 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:701:80: E501 line too long (95 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:707:80: E501 line too long (82 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:717:80: E501 line too long (88 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:723:80: E501 line too long (83 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:730:80: E501 line too long (98 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:745:80: E501 line too long (84 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:815:80: E501 line too long (82 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:836:80: E501 line too long (84 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:842:80: E501 line too long (84 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:847:80: E501 line too long (86 > 79 characters)
./infrastructure/scripts/testing/test_runner_setup.py:848:80: E501 line too long (87 > 79 characters)
./knowledge/knowledge_graph.py:56:80: E501 line too long (81 > 79 characters)
./knowledge/knowledge_graph.py:186:80: E501 line too long (90 > 79 characters)
./knowledge/knowledge_graph.py:298:80: E501 line too long (86 > 79 characters)
./knowledge/knowledge_graph.py:489:80: E501 line too long (83 > 79 characters)
./knowledge/knowledge_graph.py:495:80: E501 line too long (85 > 79 characters)
./main.py:71:80: E501 line too long (87 > 79 characters)
./main.py:74:80: E501 line too long (82 > 79 characters)
./main.py:98:80: E501 line too long (85 > 79 characters)
./main.py:128:80: E501 line too long (81 > 79 characters)
./main.py:142:80: E501 line too long (81 > 79 characters)
./main.py:183:80: E501 line too long (80 > 79 characters)
./main.py:184:80: E501 line too long (82 > 79 characters)
./main.py:190:80: E501 line too long (87 > 79 characters)
./main.py:211:80: E501 line too long (85 > 79 characters)
./scripts/fix_unused_imports.py:175:80: E501 line too long (81 > 79 characters)
./scripts/fix_unused_imports.py:284:80: E501 line too long (88 > 79 characters)
./scripts/main.py:71:80: E501 line too long (87 > 79 characters)
./scripts/main.py:74:80: E501 line too long (82 > 79 characters)
./scripts/main.py:130:80: E501 line too long (81 > 79 characters)
./scripts/main.py:144:80: E501 line too long (81 > 79 characters)
./scripts/main.py:185:80: E501 line too long (80 > 79 characters)
./scripts/main.py:186:80: E501 line too long (82 > 79 characters)
./scripts/systematic_test_fixer.py:99:80: E501 line too long (98 > 79 characters)
./scripts/systematic_test_fixer.py:100:80: E501 line too long (81 > 79 characters)
./scripts/systematic_test_fixer.py:120:80: E501 line too long (88 > 79 characters)
./scripts/systematic_test_fixer.py:143:80: E501 line too long (80 > 79 characters)
./scripts/systematic_test_fixer.py:156:80: E501 line too long (81 > 79 characters)
./scripts/systematic_test_fixer.py:257:80: E501 line too long (83 > 79 characters)
./scripts/systematic_test_fixer.py:259:80: E501 line too long (91 > 79 characters)
./scripts/systematic_test_fixer.py:262:80: E501 line too long (85 > 79 characters)
./scripts/systematic_test_fixer.py:330:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_agent_scenarios.py:123:80: E501 line too long (82 > 79 characters)
